0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
0,0,0,0.04239,0,0,0.56851,0.58875,0,0,1.8318,0,0,0,0.72647,0,0,0,0,0.90847,0,0,0,0,0,0.019363,0
0,0,0,0.036317,0,0,0.61365,0.83042,0,0,1.6545,0,0,0,0.17241,0,0,0,0,0.40845,0,0,0,0,0,0.14497,0
0.012687,0,0,0.014618,0,0,0.41256,0.77237,0,0,1.2854,0,0,0,0,0,0,0.10243,0,0.033781,0,0,0,0,0,0.29333,0
0.016545,0,0,0,0,0,0.085747,0.42493,0,0,0.87632,0,0,0,0,0,0.087079,0.14159,0,0,0,0,0,0,0,0.43537,0.013064
0,0,0.15992,0,0,0,0,0.055747,0,0,0.53905,0,0,0.0045168,0,0,0.22697,0.031019,0,0,0,0,0,0,0,0.54288,0.043864
0,0.004395,0.35685,0,0,0,0,0,0,0,0.30176,0,0,0.0090504,0,0,0.18214,0,0,0,0,0,0,0,0,0.56435,0.069403
0,0.16769,0.29951,0,0,0,0,0,0,0,0.13562,0,0,0,0.091199,0.082552,0.02001,0,0,0.054995,0,0,0,0,0,0.44934,0.077632
0,0.13075,0.062232,0,0,0,0,0,0,0,0.0155,0,0,0,0.80276,0.24153,0,0,0,0.036754,0,0,0,0,0,0.2142,0.060773
0,0,0,0,0,0,0.056428,0,0.0032622,0,0,0,0,0,1.0603,0.33086,0,0,0,0,0,0,0,0,0,0.00058512,0.021194
0,0,0,0,0.037733,0,0.2531,0.052838,0.056921,0,0,0,0,0,0.58438,0.29394,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.11036,0,0.18613,0.077528,0.10209,0,0,0,0,0,0,0.16433,0,0,0,0,0,0,0,0,0,0,0
0.036613,0,0,0,0.19763,0,0,0.016939,0.13424,0,0,0,0,0,0,0.039685,0,0,0,0,0,0,0,0,0,0,0
0.29326,0,0,0,0.26801,0,0,0,0.18397,0,0,0,0,0,0,0,0,0.010981,0,0,0,0,0,0,0,0,0
0.53652,0,0,0,0.28743,0.051275,0,0,0.28956,0,0,0,0,0,0,0,0,0.018352,0,0,0,0,0,0,0,0,0
0.75667,0,0,0,0.23791,0.1948,0,0,0.46287,0,0,0,0,0,0,0.023712,0,0.010752,0,0.011599,0,0,0,0,0,0,0
1.0041,0,0,0.0016171,0.13222,0.23999,0,0.034636,0.64796,0,0,0,0,0,0.073576,0.092539,0,0,0,0.25953,0,0,0,0,0,0,0
1.2887,0,0,0.0065291,0.019264,0.14142,0,0.28631,0.72329,0,0,0,0,0,0.35855,0.13044,0,0,0,0.55476,0,0,0,0,0,0,0
1.5378,0,0,0.0162,0,0.0040956,0.058557,0.63968,0.58989,0,0,0,0,0,0.56133,0.098514,0,0,0.13586,0.85164,0,0,0,0,0,0,0
1.6279,0,0,0.027985,0,0,0.026591,0.94137,0.28664,0,0,0,0,0,0.70789,0.036613,0,0,0.48212,1.1513,0,0,0,0,0,0,0
1.4717,0,0,0.033145,0,0,0,1.0595,0.015684,0,0,0,0,0,0.84175,0.0039199,0,0,0.52516,1.4061,0,0,0,0,0,0,0
1.0914,0,0,0.022349,0,0,0,0.9418,0,0,0,0,0,0,0.88741,0.0033955,0,0,0.24759,1.4959,0,0,0,0,0,0.12207,0
0.61446,0,0,0.00022832,0,0,0,0.64377,0,0,0,0,0,0,0.70164,0.019582,0,0,0,1.2988,0,0,0,0,0,0.23883,0
0.2017,0,0,0,0,0,0,0.30759,0,0,0,0,0,0,0.28397,0.016465,0,0,0,0.81428,0,0,0,0,0,0.23171,0
0,0,0,0,0,0,0.36136,0.080802,0.32205,0,0,0,0,0,0,0,0,0,0,0.23508,0,0,0,0,0,0.1395,0
0,0,0,0,0,0,1.0295,0.010048,0.93839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042812,0
0,0,0,0,0.0076394,0,1.4338,0.036707,1.4957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.036467,0,1.3369,0.16873,1.7006,0,0,0,0,0,0,0,0,0,0.021977,0,0,0,0,0,0,0,0
0,0,0.060943,0,0.055859,0,0.87051,0.34511,1.4851,0,0,0,0,0,0,0,0,0,0.029351,0,0,0,0,0,0,0,0
0,0,0.024573,0,0.064424,0,0.33177,0.40776,1.0143,0,0,0,0,0,0,0,0,0.13045,0,0,0,0,0,0,0,0,0
0.03294,0,0,0,0.066944,0,0,0.27806,0.53372,0,0,0,0,0,0,0.0025117,0,0.38709,0,0,0,0,0,0,0,0,0.019671
0.066357,0,0,0,0.067958,0,0,0.065091,0.20323,0,0,0,0,0,0,0.22353,0.052518,0.53439,0,0.022673,0,0,0,0,0,0,0.12002
0.028936,0,0,0,0.070311,0,0,0,0.043455,0,0,0,0,0,0,0.30715,0.083074,0.47579,0,0.30649,0,0,0,0,0,0,0.24087
0,0,0,0,0.076118,0,0,0,0,0,0,0,0,0,0,0.18196,0.032026,0.28078,0,0.5786,0,0,0,0,0,0,0.32858
0,0,0,0,0.088287,0,0,0,0,0,0,0,0,0,0,0.028372,0,0.095498,0,0.65949,0,0,0,0,0,0,0.33516
0,0,0,0,0.11133,0,0,0.02965,0,0,0,0,0,0,0,0,0,0.0063376,0,0.47649,0,0,0,0,0,0.0036804,0.24035
0,0,0,0,0.15056,0,0,0.11104,0,0,0,0,0,0,0,0.0014066,0,0,0,0.13443,0,0,0,0,0,0,0.077257
0,0,0,0,0.20904,0,0.60069,0.059396,0,0,0,0,0,0,0,0.1014,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.28291,0,1.2917,0,0,0,0,0,0,0,0,0.22637,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.3584,0,1.3413,0,0,0,0,0,0,0,0,0.20472,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.0087684,0.41518,0,0.67884,0,0,0,0,0,0,0,0,0.032323,0,0,0.17827,0,0,0,0,0,0,0,0
0,0,0,0.037545,0.43669,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36803,0.10554,0,0,0,0,0,0.069964,0
0,0,0.073669,0.05196,0.4208,0,0,0,0,0,0,0.0045097,0,0,0.14311,0,0,0.0037265,0.3595,0.57797,0,0,0,0,0,0.20367,0
0,0,0.18573,0.059571,0.38186,0,0,0.028024,0,0,0,0,0,0,0.7207,0,0,0.027891,0.16899,0.8801,0,0,0,0,0,0.16417,0
0,0,0.16928,0.07084,0.34071,0,0,0.23741,0,0,0,0,0,0,1.174,0,0,0.01371,0.00054373,0.76654,0,0,0,0,0,0.0069404,0
0,0,0.058338,0.088709,0.30965,0,0,0.25716,0,0,0,0,0,0,1.3056,0,0,0,0,0.38948,0,0,0,0,0,0,0
0,0,0,0.10631,0.28198,0,0,0.07246,0,0,0,0,0,0,1.1856,0.1338,0,0,0,0.086466,0,0,0,0,0,0,0
0,0,0,0.11041,0.23225,0,0.22855,0,0,0,0,0,0,0,0.95773,0.30473,0,0,0,0.0045217,0,0,0,0,0,0,0
0,0,0,0.090989,0.1338,0,0.3027,0,0,0,0,0,0,0,0.68024,0.3384,0,0,0.048205,0.04542,0,0,0,0,0,0,0
0,0,0,0.050953,0.0068914,0,0.19908,0,0,0,0,0,0,0,0.34122,0.26559,0,0,0.051865,0.1777,0,0,0,0,0,0.18826,0
0,0,0,0.0085346,0,0,0.079424,0,0,0,0,0,0,0,0.017254,0.17099,0,0,0,0.22008,0,0,0,0,0,0.40311,0
0,0,0,0,0,0,0.030414,0,0,0,0,0,0,0,0,0.10138,0,0.0011183,0,0.047342,0,0,0,0,0,0.38554,0
0,0,0,0,0,0,0.037379,0,0,0,0,0,0,0,0,0.054484,0,0,0,0,0,0,0,0,0,0.15321,0
0,0,0,0,0,0,0.072274,0,0,0,0,0,0,0,0,0.015988,0,0,0,0,0,0,0,0,0,0,0.016887
0,0,0,0,0,0,0.10389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034913
0,0,0,0,0,0,0.11788,0,0,0,0,0,0,0,0.12435,0,0,0,0,0,0,0,0,0,0,0,0.040757
0,0,0,0,0,0,0.13037,0,0,0,0,0,0,0,0.63652,0,0,0,0,0.10878,0,0,0,0,0,0,0.037133
0,0,0,0,0,0,0.1584,0,0,0,0,0,0,0,0.91382,0,0,0.23983,0,0.7194,0,0,0,0,0,0,0.029202
0,0,0,0,0,0.011389,0.18719,0,0,0,0,0,0,0,0.75048,0.035563,0,0.85764,0,1.0016,0,0,0,0,0,0,0.020991
0,0,0,0,0,0.12801,0.16459,0,0,0,0,0,0,0,0.35912,0.066596,0,1.4288,0,0.64693,0,0,0,0,0,0.11605,0.014358
0,0,0,0,0,0.189,0.055741,0,0,0,0,0,0,0,0.066901,0.022644,0,1.7277,0,0.058638,0,0,0,0,0,0.23862,0.0091413
0,0,0,0,0,0.16455,0,0,0,0,0,0,0,0,0,0,0,1.7611,0,0,0,0,0,0,0,0.20899,0.0040388
0,0,0,0,0,0.088658,0,0,0,0,0,0,0,0,0,0,0.055133,1.6684,0,0,0,0,0,0,0,0.05765,0
0,0,0,0,0,0.0092424,0,0.028577,0,0,0,0,0,0,0,0,0.23481,1.5524,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.13918,0,0,0,0,0,0,0,0,0.32954,1.3983,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.19316,0,0,0,0,0,0,0,0,0.25089,1.1203,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.16369,0,0,0,0,0,0,0,0,0.060972,0.68719,0,0,0.0047638,0,0,0,0,0,0
0.086932,0,0,0,0,0,0,0.10301,0,0,0,0,0,0,0.039797,0.076048,0,0.21803,0,0,0.051871,0,0,0,0,0,0
0.25712,0,0,0,0,0,0.041535,0.070235,0,0,0,0,0,0,0.37226,0.15801,0,0,0,0,0.047321,0,0,0.031282,0,0,0
0.23294,0,0,0,0,0,0.16062,0.083447,0,0,0,0.14772,0,0,0.7864,0.068922,0,0,0,0.076445,0.00075087,0,0,0.066434,0,0,0
0.13739,0,0,0,0,0,0.14081,0.12582,0,0,0,0.28555,0.00084641,0,0.87761,0,0,0,0.01577,0.43588,0,0,0,0.051003,0,0,0
0.12259,0,0,0,0.0012365,0,0.031423,0.14554,0,0,0,0.31061,0,0,0.47528,0,0,0,0.064151,0.87735,0,0,0,0.0081442,0,0,0
0.25768,0,0,0,0.067173,0.023735,0,0.095399,0,0,0,0.29631,0,0,0,0,0,0,0.022436,0.99466,0,0,0,0,0,0,0.0067987
0.53456,0,0,0,0.14692,0.011956,0,0.0075646,0,0,0,0.35777,0,0,0,0,0,0,0,0.60925,0,0,0,0,0,0,0.01977
0.77662,0,0,0,0.21339,0,0,0,0,0,0,0.58625,0,0,0,0,0,0,0,0.063506,0,0,0,0,0,0,0.024487
0.76281,0,0,0,0.2688,0,0.091051,0,0,0,0,1.0053,0,0,0,0.037676,0,0,0,0,0,0,0,0,0,0,0.017855
0.48284,0,0,0,0.3322,0,0.2461,0,0,0,0,1.5034,0,0,0,0.1948,0,0,0,0,0,0,0,0,0,0,0.0036512
0.17166,0,0,0,0.42271,0,0.24366,0,0,0,0,1.8632,0,0,0,0.23544,0,0,0,0,0,0,0,0,0,0,0
0.045925,0,0,0,0.54247,0,0.048512,0,0,0,0,1.9125,0,0,0,0.1482,0,0,0,0,0,0,0,0,0,0,0
0.14035,0,0.009573,0,0.66509,0.01513,0,0,0,0,0,1.656,0,0,0,0.041347,0,0,0,0.20708,0,0,0,0,0,0,0
0.59264,0,0.096556,0,0.73985,0.059509,0,0,0,0,0,1.264,0,0,0,2.8249e-05,0,0,0,0.27326,0,0,0,0,0,0,0
1.4098,0,0.16122,0,0.717,0.072564,0,0,0,0,0,0.93816,0,0,0,0.0020354,0,0,0,0.091568,0,0,0,0,0,0,0
2.2703,0,0.16087,0,0.58132,0.069036,0,0,0,0,0,0.78978,0,0,0,0.04986,0,0,0.0099204,0,0,0,0,0,0,0,0
2.7741,0,0.06973,0,0.36882,0.074804,0,0,0,0,0,0.82151,0,0,0,0.14285,0,0,0.32719,0,0,0,0,0,0.029227,0,0
2.7509,0,0,0,0.15202,0.092686,0.15363,0,0,0,0,0.95978,0,0,0.099008,0.22847,0,0.026517,0.60729,0,0,0,0,0,0.080035,0,0
2.3427,0,0,0,0.0085565,0.094831,0.22284,0,0,0,0,1.0804,0,0,0.08851,0.27347,0,0.12907,0.59219,0.12377,0,0,0,0,0.083092,0.001828,0.019631
1.842,0,0,0,0,0.048762,0.060958,0,0,0,0,1.0628,0,0,0,0.28652,0,0.10438,0.31604,0.38304,0,0,0,0,0.040043,0.012434,0.042236
1.4801,0,0,0,0,0,0,0,0,0,0,0.86539,0,0,0,0.28609,0,0,0.042082,0.40229,0,0,0,0,0,0.0089575,0.043548
1.34,0,0,0,0,0,0,0.01613,0,0,0,0.55192,0,0,0,0.26202,0,0,0,0.14568,0,0,0,0,0,0,0.015187
1.3913,0,0,0,0,0,0,0.066015,0,0,0,0.24301,0,0,0,0.17597,0,0,0,0,0,0,0,0,0,0,0
1.5465,0,0,0,0,0,0,0.10199,0,0,0,0.039481,0,0,0.047698,0.027039,0.015779,0,0.01672,0,0,0,0,0,0,0,0
1.6986,0,0.068043,0,0,0,0.041298,0.10872,0,0,0,0,0,0,0.40484,0,0.0030078,0,0.12527,0,0,0,0,0,0,0,0
1.7541,0,0.34882,0,0,0.034495,0.039526,0.071361,0,0,0,0,0,0,0.58931,0,0,0,0.11076,0,0,0,0,0,0.00064753,0,0
1.6613,0,0.26686,0,0,0.1598,0,0.0066144,0,0,0,0,0,0,0.45492,0,0,0,0,0.16555,0,0,0,0,0.005769,0,0
1.4232,0,0,0,0,0.17089,0,0,0,0,0,0,0,0,0.20354,0,0.020421,0,0,0.22805,0,0,0,0,0,0,0
1.0917,0,0,0,0,0.046451,0,0,0,0,0,0,0,0,0.064707,0,0.18082,0,0,0.029988,0,0,0,0,0,0.078943,0
0.74336,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070106,0,0.3539,0,0,0,0,0,0,0,0,0.14806,0
0.44419,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18508,0.10394,0.35268,0,0,0,0,0,0,0,0,0.056175,0
0.22412,0,0,0.0026198,0,0,0.10881,0,0,0,0,0,0,0,0.3209,0.26598,0.15809,0,0,0,0,0,0,0,0,0,0.062549
0.079526,0,0,0.060506,0,0,0.25472,0.058599,0,0,0,0,0,0,0.3473,0.22805,0,0,0,0,0,0,0,0,0,0,0.26587
0.0019802,0,0.0029409,0.10761,0,0,0.11361,0.14662,0,0,0,0,0,0,0.26068,0.070464,0,0,0,0.15149,0,0,0,0,0,0,0.42278
0,0,0.12933,0.10829,0,0,0,0.16013,0,0,0,0,0,0,0.17875,0,0,0,0,0.93564,0,0,0,0,0,0,0.47192
0,0,0.15261,0.061956,0,0,0,0.097579,0,0,0,0,0,0,0.19816,0,0.15388,0,0,1.4935,0,0,0,0,0,0,0.41539
0,0,0.10791,0.0032293,0,0,0,0.016915,0,0,0,0,0,0,0.34717,0,0.55214,0,0,1.3504,0,0,0,0,0,0,0.29562
0.02041,0,0.087728,0,0,0,0,0,0,0,0,0,0,0,0.56319,0.011866,0.78095,0,0,0.6332,0,0,0,0,0,0.030829,0.16615
0.24294,0,0.13032,0,0,0,0,0,0,0,0,0,0,0,0.69189,0.068588,0.57346,0.0010034,0,0,0,0,0,0,0,0.021488,0.066516
0.63008,0,0.22706,0,0,0,0,0,0,0,0,0,0,0,0.63732,0.06625,0.1099,0.12633,0.1438,0,0,0,0,0,0,0,0.011364
1.0664,0,0.31779,0,0,0,0,0,0,0,0,0,0,0,0.47056,0.011425,0,0.23125,0.54467,0,0,0,0,0,0,0,0
1.4304,0,0.33541,0,0,0,0,0,0,0,0,0,0,0,0.33911,0,0,0.19637,0.70993,0,0,0,0,0,0,0,0
1.6781,0,0.27913,0,0,0,0,0.042071,0,0,0,0,0.0089045,0,0.31797,0,0,0.053972,0.52821,0,0,0,0,0,0,0,0
1.8499,0,0.21586,0,0,0,0,0.15079,0,0,0,0,0.0089004,0,0.37169,0,0,0,0.16724,0,0,0,0,0,0,0,0
1.9946,0,0.22046,0,0,0,0,0.23417,0,0,0,0,0,0,0.37728,0,0,0,0,0,0,0,0,0,0,0,0
2.0867,0,0.34887,0,0,0,0,0.22681,0,0,0,0,0,0,0.22377,0,0,0,0,0,0,0,0,0,0.0014725,0.00033177,0
2.0131,0,0.6356,0,0,0,0.043436,0.12767,0,0,6.1302e-05,0,0,0,0.0018977,0,0,0,0,0,0,0,0,0,0,0.026844,0
1.6661,0,1.0468,0,0,0,0,0.014893,0.039148,0,0.0431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021346,0
1.0808,0,1.454,0,0,0,0,0,0.26093,0,0.060174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.47151,0,1.6786,0,0,0,0,0,0.64416,0,0.05884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.083884,0,1.5781,0,0,0,0,0,1.1447,0,0.072124,0,0,0,0,0,0,0.047808,0,0,0,0,0,0,0,0,0
0,0,1.1332,0,0,0,0,0,1.6695,0,0.11056,0,0,0,0,0.036659,0,0.13286,0,0.069595,0,0,0,0,0,0,0
0,0,0.49713,0.0042492,0,0,0,0,2.1012,0.094188,0.1444,0,0,0,0,0.095894,0.0071815,0.22451,0,0.13046,0,0,0,0,0,0,0
0.02231,0,0.0035821,0.024603,0,0,0,0,2.3438,0.30396,0.12242,0,0,0,0,0.078722,0,0.2911,0,0.061396,0,0,0,0,0,0,0
0.063879,0,0,0.033449,0,0,0,0,2.3609,0.63281,0.045144,0,0,0,0,0.011855,0,0.30278,0,0,0,0,0,0,0.025616,0,0
0.022246,0,0,0.028318,0,0,0,0,2.182,1.0731,0,0,0,0,0,0,0,0.256,0,0,0,0,0,0,0.038496,0,0
0,0,0,0.017094,0,0,0.00054489,0,1.8773,1.59,0,0,0,0,0,0,0,0.17801,0,0,0,0,0,0,0.0001756,0,0
0,0,0,0.0078049,0.011932,0,0.19629,0,1.5211,2.1276,0.067828,0,0,0,0,0,0,0.10369,0,0.059263,0,0,0,0,0,0.0017031,0
0,0,0,0.0026537,0.059092,0,0.56666,0,1.1681,2.6258,0.40875,0,0,0,0,0.004114,0.047455,0.050195,0,0.19861,0,0,0,0,0,0.059231,0
0,0,0,0,0.10535,0,0.81732,0.089869,0.85114,3.0338,0.96953,0,0,0,0,0.039991,0.11562,0.01467,0,0.23288,0,0.0039251,0,0,0,0.084952,0
0.14468,0,0,0,0.11805,0,0.68949,0.13694,0.58964,3.3129,1.4995,0,0,0,0,0.029384,0.070288,0,0,0.127,0,0.00099962,0,0,0,0.070625,0
0.35377,0,0,0,0.077293,0,0.26671,0.07119,0.39453,3.4295,1.7564,0,0,0,0.042114,0,0,0,0,0.017723,0,0,0,0,0.050031,0.042138,0
0.35698,0,0,0,0.0045379,0,0,0,0.26559,3.3515,1.7206,0,0,0,0.20431,0,0,0,0,0.0013809,0,0,0,0,0.12197,0.014781,0
0.16688,0,0,0,0,0,0,0,0.18822,3.0598,1.5897,0,0,0,0.40045,0,0,0,0,0.096464,0,0,0,0,0.086628,0,0
0.0080446,0,0,0,0,0,0,0,0.13672,2.5716,1.5883,0,0,0,0.43214,0,0.035811,0,0,0.38971,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.084541,1.9584,1.8022,0,0,0,0.1926,0,0.14185,0,0,0.7026,0,0,0,0,0,0,0
