0,1,2,3,4,5,6,7,8,9,10,11,12
0.17643,-0,2.5837,-0,1.977,-0,-0,-0,-0,-0,0.52393,-0,-0
0.25997,-0,2.6217,-0,2.0389,-0,-0,-0,-0,-0,0.51225,-0,-0
0.33853,-0,2.6257,-0,2.106,-0,-0,-0,-0,0.035722,0.49609,-0,-0
0.32753,-0,2.633,-0,2.1655,-0,-0,-0,-0,0.18366,0.45436,-0,-0
0.27691,-0,2.6573,-0,2.2078,-0,-0,-0,-0,0.21941,0.40409,-0,-0
0.17582,-0,2.6743,-0,2.25,-0,-0,-0,-0,0.22122,0.37828,-0,-0
-0,-0,2.6746,-0,2.3041,-0,-0,-0,-0,0.2574,0.33803,-0,-0
-0,-0,2.6672,-0,2.3626,-0,-0,-0,-0,0.30695,0.25099,-0,-0
-0,-0,2.6578,-0,2.4197,-0,-0,-0,-0,0.33385,0.19746,-0,-0
-0,-0,2.6536,-0,2.4712,-0,-0,-0,-0,0.35638,0.22746,-0,-0
-0,-0,2.6545,-0,2.5066,-0,-0,-0,-0,0.38457,0.22344,-0,-0
-0,-0,2.6407,-0,2.5232,-0,0.015958,-0,-0,0.38358,0.13397,-0,-0
-0,-0,2.6089,-0,2.5269,-0,0.083431,-0,-0,0.34059,0.039807,-0,-0
-0,-0,2.5935,-0,2.5112,-0,0.11065,-0,-0,0.29605,-0,-0,-0
-0,-0,2.6071,-0,2.4655,-0,0.13505,-0,0.011313,0.27824,-0,-0,-0
-0,-0,2.6087,-0,2.3972,-0,0.16034,-0,0.023359,0.26188,-0,-0,-0
-0,-0,2.5749,-0,2.32,-0,0.17766,-0,0.061842,0.23105,-0,-0,-0
-0,-0,2.5443,-0,2.2331,-0,0.16649,-0,0.096564,0.20187,-0,-0,-0
0.17057,-0,2.5478,-0,2.1332,-0,0.13964,-0,0.10583,0.1737,-0,-0,-0
-0,-0,2.556,-0,2.0274,-0,0.15851,-0,0.12733,0.12953,-0,-0,-0
-0,0.091604,2.5373,-0,1.9195,-0,0.20462,-0,0.1651,0.073492,-0,-0,-0
-0,0.085323,2.507,-0,1.8042,-0,0.1939,-0,0.16926,-0,-0,-0,-0
-0,0.10153,2.4844,-0,1.6827,-0,0.11832,-0,0.13938,-0,-0,-0,-0
-0,0.16832,2.4606,-0,1.5631,-0,0.057949,-0,0.1321,-0,-0,-0,-0
-0,0.19507,2.4405,-0,1.4448,-0,0.04595,-0,0.14231,-0,0.09069,-0,-0
-0,0.15789,2.4528,-0,1.3169,-0,-0,-0,0.11222,-0,0.19608,-0,-0
-0,0.10652,2.4872,-0,1.1761,-0,-0,-0,0.050248,-0,0.25375,-0,-0
-0,0.088895,2.4944,-0,1.0368,-0,-0,-0,0.022584,-0,0.27427,-0,-0
-0,0.090433,2.4663,-0,0.91901,-0,-0,-0,0.0074212,-0,0.28562,-0,-0
0.13134,0.086713,2.4377,-0,0.82376,-0,-0,-0,-0,-0,0.33173,0.065192,-0
0.31499,0.071739,2.4087,-0,0.72693,-0,-0,-0,-0,-0,0.39397,0.15815,-0
0.44974,0.053518,2.3529,-0,0.60494,-0,-0,-0,0.037289,-0,0.4227,0.23944,-0
0.54203,0.070119,2.2888,-0,0.45117,-0,-0,-0,0.075748,-0,0.42448,0.31046,-0
0.65033,0.10365,2.2474,-0,0.26046,-0,-0,-0,0.096506,-0,0.42206,0.3284,-0
0.79518,0.08368,2.2047,-0,-0,-0,-0,-0,0.15048,0.073577,0.38274,0.28764,-0
0.87868,-0,2.1368,-0,-0,-0,-0,-0,0.20837,0.19799,0.29003,0.2525,-0
0.84855,-0,2.0754,-0,-0,-0,-0,-0,0.23685,0.26373,0.22276,0.26264,-0
0.81906,0.071489,2.0319,-0,-0,-0,-0,-0,0.25857,0.26118,0.23645,0.26385,-0
0.88806,0.12548,1.9621,-0,-0,-0,-0,-0,0.29761,0.24058,0.24774,0.2337,-0
0.96658,0.085372,1.8659,-0,-0,-0,-0,-0,0.32687,0.24132,0.23103,0.22097,-0
0.99928,0.024779,1.8051,-0,-0,-0,-0,-0,0.32103,0.24283,0.2537,0.21713,-0
1.0729,0.027015,1.7891,-0,-0,-0,-0,-0,0.29896,0.22634,0.29781,0.15002,-0
1.2063,-0,1.7625,-0,-0,-0,-0,-0,0.286,0.19191,0.29549,-0,-0
1.2996,-0,1.7058,-0,-0,-0,-0,-0,0.27135,0.13559,0.26996,-0,-0
1.324,-0,1.6392,-0,-0,-0,-0,-0,0.23668,0.082373,0.27275,-0,-0
1.3428,-0,1.5723,-0,-0,-0,-0,-0,0.1913,0.08226,0.26952,-0,-0
1.3898,-0,1.5175,-0,-0,-0,-0,-0,0.1553,0.073325,0.22664,-0,-0
1.4566,-0,1.485,-0,-0,-0,-0,-0,0.12873,-0,0.18278,-0,-0
1.5277,-0,1.4397,-0,-0,-0,-0,-0,0.096181,-0,0.15077,-0,-0
1.5557,-0,1.3527,-0,-0,-0,-0,-0,0.043756,-0,0.069631,-0,-0
1.5072,-0,1.2663,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
1.431,-0,1.2156,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
1.385,-0,1.1597,-0,-0,-0,-0,-0,-0,0.12676,-0,-0,-0
1.3493,-0,1.084,-0,-0,-0,-0,-0,-0,0.17603,-0,-0,-0
1.3064,-0,1.0449,-0,-0,-0,-0,-0,-0,0.16243,-0,-0,-0
1.2963,-0,1.0447,-0,-0,-0,-0,-0,-0,0.11736,-0,-0,-0
1.3291,-0,1.0076,-0,-0,-0,-0,-0,-0,0.081726,-0,-0,-0
1.3745,-0,0.90804,-0,-0,-0,-0,-0,-0,0.090217,-0,-0,-0
1.4342,-0,0.79195,-0,-0,-0,-0,-0,-0,0.16435,-0,-0,-0
1.5039,-0,0.69453,-0,-0,-0,-0,-0,-0,0.24648,-0,-0,-0
1.527,-0,0.6295,-0,-0,-0,0.069061,-0,-0,0.25828,-0,-0,-0
1.463,-0,0.60537,-0,-0,-0,0.16197,-0,-0,0.19459,-0,-0,-0
1.3311,-0,0.58553,-0,-0,-0,0.17486,-0,-0,0.14412,-0,-0,-0
1.1688,-0,0.5255,-0,-0,-0,0.15212,-0,-0,0.15537,-0,-0,-0
1.016,-0,0.45083,-0,-0,-0,0.19674,-0,-0,0.1709,-0,-0,-0
0.91035,-0,0.40067,-0,-0,-0,0.29923,-0,-0,0.21425,-0,-0,-0
0.8319,-0,0.33629,-0,-0,-0,0.3701,-0,-0,0.31661,-0,-0,-0
0.72263,-0,0.21787,-0,-0,-0,0.36157,-0,-0,0.4085,-0,-0,-0
0.5954,-0,0.072973,-0,-0,-0,0.2697,-0,-0,0.4551,-0,-0,-0
0.51487,-0,-0,-0,-0,-0,0.11027,-0,-0,0.49458,-0,-0,-0
0.46368,-0,-0,-0,-0,-0,-0,-0,-0,0.52256,-0,-0,-0
0.36822,-0,-0,-0,-0,-0,-0,-0,-0,0.4871,-0,-0,-0
0.21928,-0,-0,-0,-0,-0,-0,-0,-0,0.41831,-0,-0,-0
0.051695,-0,-0,-0,-0,-0,-0,-0,-0,0.40877,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,0.43591,-0,-0,-0
0.059493,-0,-0,-0,-0,-0,-0,-0,-0,0.42187,-0,-0,-0
0.15039,-0,-0,-0,-0,-0,-0,-0,-0,0.40576,-0,-0,-0
0.15117,-0,-0,-0,-0,-0,-0,-0,-0,0.45854,-0,-0,-0
0.10356,-0,-0,-0,-0,-0,-0,-0,-0,0.53336,-0,-0,-0
0.088437,-0,-0,-0,-0,-0,-0,-0,-0,0.56766,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,0.56914,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,0.55888,0.12905,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,0.54745,0.14271,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,0.55919,0.10434,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,0.59057,0.090401,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,0.59583,0.13076,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,0.56884,0.1825,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,0.55806,0.22633,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,0.57559,0.24246,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,0.58305,0.19032,-0,-0
-0,-0,0.074548,-0,-0,-0,-0,-0,-0,0.57171,0.029205,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,0.56335,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,0.56247,-0,-0,-0
-0,-0,-0,-0,-0,-0,0.082575,-0,-0,0.57184,-0,-0,-0
-0,-0,-0,-0,-0,-0,0.15291,-0,-0,0.60778,-0,-0,-0
-0,-0,-0,-0,-0,-0,0.16929,-0,-0,0.65611,-0,-0,-0
-0,-0,-0,-0,-0,-0,0.11102,-0,-0,0.67335,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,0.64717,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,0.61119,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,0.59497,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,0.58713,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,0.56368,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,0.52258,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,0.47104,-0,-0,-0
-0,0.10869,-0,-0,-0,-0,-0,-0,-0,0.40158,-0,-0,-0
-0,0.15533,-0,-0,-0,-0,-0,-0,-0,0.31357,-0,-0,-0
-0,0.1587,-0,-0,-0,-0,-0,-0,-0,0.24631,-0,-0,-0
-0,0.13958,-0,-0,-0,0.13559,-0,-0,-0,0.23272,-0,-0,-0
-0,0.13907,-0,-0,-0,0.14817,-0,-0,-0,0.2312,-0,-0,-0
-0,0.17187,-0,-0,-0,-0,-0,-0,-0,0.21139,-0,-0,-0
-0,0.20232,-0,-0,-0,-0,-0,-0,-0,0.21417,-0,-0,-0
-0,0.20813,-0,-0,-0,-0,-0,-0,-0,0.24141,-0,-0,-0
-0,0.20073,-0,-0,-0,-0,-0,-0,-0,0.22013,-0,-0,-0
-0,0.19071,-0,-0,-0,-0,-0,-0,-0,0.12974,-0,-0,-0
-0,0.18059,-0,-0,-0,-0,-0,-0,-0,0.058329,-0,-0,-0
-0,0.18494,-0,-0,-0,-0,-0,-0,-0,0.092228,-0,-0,-0
-0,0.20214,-0,-0,-0,-0,-0,-0,-0,0.10057,-0,-0,-0
-0,0.20764,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,0.20399,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,0.2061,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,0.18852,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,0.12967,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,0.070325,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,0.044258,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,0.0096597,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,0.033419,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,0.15332,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,0.19745,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,0.21218,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,0.21581,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,0.23809,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,0.2982,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,0.37023,0.034041,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,0.41818,0.072157,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,0.43463,0.10598,-0
