,algo___v,algo__id,algo_algorithm,algo_contact,algo_name,algo_repository,algo_timestamp,dset__id,dset_dataset,dset_duration,dset_lab,dset_rate,dset_region,label__id,label_label,label_value
33,0.0,584b06feedbeb4fa75d2edf2,greedy,neuronexperiment@gmail.com,test123,,2016-12-09 19:33:12.812,584b06feedbeb4fa75d2edff,04.00.test,444 s,Harvey Lab,6.75,PPC,584b06feedbeb4fa75d2ee01,combined,0.21480000000000002
34,0.0,584b06feedbeb4fa75d2edf2,greedy,neuronexperiment@gmail.com,test123,,2016-12-09 19:33:12.812,584b06feedbeb4fa75d2edff,04.00.test,444 s,Harvey Lab,6.75,PPC,584b06feedbeb4fa75d2ee00,inclusion,0.6411
35,0.0,584b06feedbeb4fa75d2edf2,greedy,neuronexperiment@gmail.com,test123,,2016-12-09 19:33:12.812,584b06feedbeb4fa75d2edf9,04.01.test,1000 s,Harvey Lab,3,PPC,584b06feedbeb4fa75d2edfe,recall,0.20550000000000002
36,0.0,584b06feedbeb4fa75d2edf2,greedy,neuronexperiment@gmail.com,test123,,2016-12-09 19:33:12.812,584b06feedbeb4fa75d2edf9,04.01.test,1000 s,Harvey Lab,3,PPC,584b06feedbeb4fa75d2edfd,exclusion,0.8665
37,0.0,584b06feedbeb4fa75d2edf2,greedy,neuronexperiment@gmail.com,test123,,2016-12-09 19:33:12.812,584b06feedbeb4fa75d2edf9,04.01.test,1000 s,Harvey Lab,3,PPC,584b06feedbeb4fa75d2edfc,inclusion,0.7516
38,0.0,584b06feedbeb4fa75d2edf2,greedy,neuronexperiment@gmail.com,test123,,2016-12-09 19:33:12.812,584b06feedbeb4fa75d2edf9,04.01.test,1000 s,Harvey Lab,3,PPC,584b06feedbeb4fa75d2edfb,combined,0.3317
39,0.0,584b06feedbeb4fa75d2edf2,greedy,neuronexperiment@gmail.com,test123,,2016-12-09 19:33:12.812,584b06feedbeb4fa75d2edf9,04.01.test,1000 s,Harvey Lab,3,PPC,584b06feedbeb4fa75d2edfa,precision,0.859
40,0.0,584b06feedbeb4fa75d2edf2,greedy,neuronexperiment@gmail.com,test123,,2016-12-09 19:33:12.812,584b06feedbeb4fa75d2edf3,01.00.test,300 s,Hausser Lab,7.5,V1,584b06feedbeb4fa75d2edf8,exclusion,0.9321
41,0.0,584b06feedbeb4fa75d2edf2,greedy,neuronexperiment@gmail.com,test123,,2016-12-09 19:33:12.812,584b06feedbeb4fa75d2edf3,01.00.test,300 s,Hausser Lab,7.5,V1,584b06feedbeb4fa75d2edf7,recall,0.138
42,0.0,584b06feedbeb4fa75d2edf2,greedy,neuronexperiment@gmail.com,test123,,2016-12-09 19:33:12.812,584b06feedbeb4fa75d2edf3,01.00.test,300 s,Hausser Lab,7.5,V1,584b06feedbeb4fa75d2edf6,inclusion,0.5999
43,0.0,584b06feedbeb4fa75d2edf2,greedy,neuronexperiment@gmail.com,test123,,2016-12-09 19:33:12.812,584b06feedbeb4fa75d2edf3,01.00.test,300 s,Hausser Lab,7.5,V1,584b06feedbeb4fa75d2edf5,precision,0.8714000000000001
44,0.0,584b06feedbeb4fa75d2edf2,greedy,neuronexperiment@gmail.com,test123,,2016-12-09 19:33:12.812,584b06feedbeb4fa75d2edf3,01.00.test,300 s,Hausser Lab,7.5,V1,584b06feedbeb4fa75d2edf4,combined,0.2383
45,0.0,57a8f482ef93eddb38490837,terrible algorithm,@freeman-lab,demo submission,https://gist.github.com/freeman-lab/b7cdcf852eacb602d0cd,2016-06-08 18:48:36.271,57a8f482ef93eddb38490868,00.00.test,438 s,Svoboda Lab,7,vS1,57a8f482ef93eddb3849086d,exclusion,0.0
46,0.0,57a8f482ef93eddb38490837,terrible algorithm,@freeman-lab,demo submission,https://gist.github.com/freeman-lab/b7cdcf852eacb602d0cd,2016-06-08 18:48:36.271,57a8f482ef93eddb38490868,00.00.test,438 s,Svoboda Lab,7,vS1,57a8f482ef93eddb3849086c,recall,0.0
47,0.0,57a8f482ef93eddb38490837,terrible algorithm,@freeman-lab,demo submission,https://gist.github.com/freeman-lab/b7cdcf852eacb602d0cd,2016-06-08 18:48:36.271,57a8f482ef93eddb38490868,00.00.test,438 s,Svoboda Lab,7,vS1,57a8f482ef93eddb3849086b,combined,0.0
48,0.0,57a8f482ef93eddb38490837,terrible algorithm,@freeman-lab,demo submission,https://gist.github.com/freeman-lab/b7cdcf852eacb602d0cd,2016-06-08 18:48:36.271,57a8f482ef93eddb38490868,00.00.test,438 s,Svoboda Lab,7,vS1,57a8f482ef93eddb3849086a,precision,0.0
49,0.0,57a8f482ef93eddb38490837,terrible algorithm,@freeman-lab,demo submission,https://gist.github.com/freeman-lab/b7cdcf852eacb602d0cd,2016-06-08 18:48:36.271,57a8f482ef93eddb38490868,00.00.test,438 s,Svoboda Lab,7,vS1,57a8f482ef93eddb38490869,inclusion,0.0
50,0.0,57a8f482ef93eddb38490837,terrible algorithm,@freeman-lab,demo submission,https://gist.github.com/freeman-lab/b7cdcf852eacb602d0cd,2016-06-08 18:48:36.271,57a8f482ef93eddb38490862,00.01.test,458 s,Svoboda Lab,7,vS1,57a8f482ef93eddb38490867,exclusion,0.0
51,0.0,57a8f482ef93eddb38490837,terrible algorithm,@freeman-lab,demo submission,https://gist.github.com/freeman-lab/b7cdcf852eacb602d0cd,2016-06-08 18:48:36.271,57a8f482ef93eddb38490862,00.01.test,458 s,Svoboda Lab,7,vS1,57a8f482ef93eddb38490866,recall,0.0
52,0.0,57a8f482ef93eddb38490837,terrible algorithm,@freeman-lab,demo submission,https://gist.github.com/freeman-lab/b7cdcf852eacb602d0cd,2016-06-08 18:48:36.271,57a8f482ef93eddb38490862,00.01.test,458 s,Svoboda Lab,7,vS1,57a8f482ef93eddb38490865,combined,0.0
53,0.0,57a8f482ef93eddb38490837,terrible algorithm,@freeman-lab,demo submission,https://gist.github.com/freeman-lab/b7cdcf852eacb602d0cd,2016-06-08 18:48:36.271,57a8f482ef93eddb38490862,00.01.test,458 s,Svoboda Lab,7,vS1,57a8f482ef93eddb38490864,precision,0.0
54,0.0,57a8f482ef93eddb38490837,terrible algorithm,@freeman-lab,demo submission,https://gist.github.com/freeman-lab/b7cdcf852eacb602d0cd,2016-06-08 18:48:36.271,57a8f482ef93eddb38490862,00.01.test,458 s,Svoboda Lab,7,vS1,57a8f482ef93eddb38490863,inclusion,0.0
55,0.0,57a8f482ef93eddb38490837,terrible algorithm,@freeman-lab,demo submission,https://gist.github.com/freeman-lab/b7cdcf852eacb602d0cd,2016-06-08 18:48:36.271,57a8f482ef93eddb3849085c,01.00.test,300 s,Hausser Lab,7.5,V1,57a8f482ef93eddb38490861,exclusion,0.0
56,0.0,57a8f482ef93eddb38490837,terrible algorithm,@freeman-lab,demo submission,https://gist.github.com/freeman-lab/b7cdcf852eacb602d0cd,2016-06-08 18:48:36.271,57a8f482ef93eddb3849085c,01.00.test,300 s,Hausser Lab,7.5,V1,57a8f482ef93eddb38490860,recall,0.0
57,0.0,57a8f482ef93eddb38490837,terrible algorithm,@freeman-lab,demo submission,https://gist.github.com/freeman-lab/b7cdcf852eacb602d0cd,2016-06-08 18:48:36.271,57a8f482ef93eddb3849085c,01.00.test,300 s,Hausser Lab,7.5,V1,57a8f482ef93eddb3849085f,combined,0.0
58,0.0,57a8f482ef93eddb38490837,terrible algorithm,@freeman-lab,demo submission,https://gist.github.com/freeman-lab/b7cdcf852eacb602d0cd,2016-06-08 18:48:36.271,57a8f482ef93eddb3849085c,01.00.test,300 s,Hausser Lab,7.5,V1,57a8f482ef93eddb3849085e,precision,0.0
59,0.0,57a8f482ef93eddb38490837,terrible algorithm,@freeman-lab,demo submission,https://gist.github.com/freeman-lab/b7cdcf852eacb602d0cd,2016-06-08 18:48:36.271,57a8f482ef93eddb3849085c,01.00.test,300 s,Hausser Lab,7.5,V1,57a8f482ef93eddb3849085d,inclusion,0.0
60,0.0,57a8f482ef93eddb38490837,terrible algorithm,@freeman-lab,demo submission,https://gist.github.com/freeman-lab/b7cdcf852eacb602d0cd,2016-06-08 18:48:36.271,57a8f482ef93eddb38490856,01.01.test,667 s,Hausser Lab,7.5,V1,57a8f482ef93eddb3849085b,exclusion,0.0
61,0.0,57a8f482ef93eddb38490837,terrible algorithm,@freeman-lab,demo submission,https://gist.github.com/freeman-lab/b7cdcf852eacb602d0cd,2016-06-08 18:48:36.271,57a8f482ef93eddb38490856,01.01.test,667 s,Hausser Lab,7.5,V1,57a8f482ef93eddb3849085a,recall,0.0
62,0.0,57a8f482ef93eddb38490837,terrible algorithm,@freeman-lab,demo submission,https://gist.github.com/freeman-lab/b7cdcf852eacb602d0cd,2016-06-08 18:48:36.271,57a8f482ef93eddb38490856,01.01.test,667 s,Hausser Lab,7.5,V1,57a8f482ef93eddb38490859,combined,0.0
63,0.0,57a8f482ef93eddb38490837,terrible algorithm,@freeman-lab,demo submission,https://gist.github.com/freeman-lab/b7cdcf852eacb602d0cd,2016-06-08 18:48:36.271,57a8f482ef93eddb38490856,01.01.test,667 s,Hausser Lab,7.5,V1,57a8f482ef93eddb38490858,precision,0.0
64,0.0,57a8f482ef93eddb38490837,terrible algorithm,@freeman-lab,demo submission,https://gist.github.com/freeman-lab/b7cdcf852eacb602d0cd,2016-06-08 18:48:36.271,57a8f482ef93eddb38490856,01.01.test,667 s,Hausser Lab,7.5,V1,57a8f482ef93eddb38490857,inclusion,0.0
65,0.0,57a8f482ef93eddb38490837,terrible algorithm,@freeman-lab,demo submission,https://gist.github.com/freeman-lab/b7cdcf852eacb602d0cd,2016-06-08 18:48:36.271,57a8f482ef93eddb38490850,02.00.test,1000 s,Svoboda Lab,8,vS1,57a8f482ef93eddb38490855,exclusion,0.0
66,0.0,57a8f482ef93eddb38490837,terrible algorithm,@freeman-lab,demo submission,https://gist.github.com/freeman-lab/b7cdcf852eacb602d0cd,2016-06-08 18:48:36.271,57a8f482ef93eddb38490850,02.00.test,1000 s,Svoboda Lab,8,vS1,57a8f482ef93eddb38490854,recall,0.0
67,0.0,57a8f482ef93eddb38490837,terrible algorithm,@freeman-lab,demo submission,https://gist.github.com/freeman-lab/b7cdcf852eacb602d0cd,2016-06-08 18:48:36.271,57a8f482ef93eddb38490850,02.00.test,1000 s,Svoboda Lab,8,vS1,57a8f482ef93eddb38490853,combined,0.0
68,0.0,57a8f482ef93eddb38490837,terrible algorithm,@freeman-lab,demo submission,https://gist.github.com/freeman-lab/b7cdcf852eacb602d0cd,2016-06-08 18:48:36.271,57a8f482ef93eddb38490850,02.00.test,1000 s,Svoboda Lab,8,vS1,57a8f482ef93eddb38490852,precision,0.0
69,0.0,57a8f482ef93eddb38490837,terrible algorithm,@freeman-lab,demo submission,https://gist.github.com/freeman-lab/b7cdcf852eacb602d0cd,2016-06-08 18:48:36.271,57a8f482ef93eddb38490850,02.00.test,1000 s,Svoboda Lab,8,vS1,57a8f482ef93eddb38490851,inclusion,0.0
70,0.0,57a8f482ef93eddb38490837,terrible algorithm,@freeman-lab,demo submission,https://gist.github.com/freeman-lab/b7cdcf852eacb602d0cd,2016-06-08 18:48:36.271,57a8f482ef93eddb3849084a,02.01.test,1000 s,Svoboda Lab,8,vS1,57a8f482ef93eddb3849084f,exclusion,0.0
71,0.0,57a8f482ef93eddb38490837,terrible algorithm,@freeman-lab,demo submission,https://gist.github.com/freeman-lab/b7cdcf852eacb602d0cd,2016-06-08 18:48:36.271,57a8f482ef93eddb3849084a,02.01.test,1000 s,Svoboda Lab,8,vS1,57a8f482ef93eddb3849084e,recall,0.0
72,0.0,57a8f482ef93eddb38490837,terrible algorithm,@freeman-lab,demo submission,https://gist.github.com/freeman-lab/b7cdcf852eacb602d0cd,2016-06-08 18:48:36.271,57a8f482ef93eddb3849084a,02.01.test,1000 s,Svoboda Lab,8,vS1,57a8f482ef93eddb3849084d,combined,0.0
73,0.0,57a8f482ef93eddb38490837,terrible algorithm,@freeman-lab,demo submission,https://gist.github.com/freeman-lab/b7cdcf852eacb602d0cd,2016-06-08 18:48:36.271,57a8f482ef93eddb3849084a,02.01.test,1000 s,Svoboda Lab,8,vS1,57a8f482ef93eddb3849084c,precision,0.0
74,0.0,57a8f482ef93eddb38490837,terrible algorithm,@freeman-lab,demo submission,https://gist.github.com/freeman-lab/b7cdcf852eacb602d0cd,2016-06-08 18:48:36.271,57a8f482ef93eddb3849084a,02.01.test,1000 s,Svoboda Lab,8,vS1,57a8f482ef93eddb3849084b,inclusion,0.0
75,0.0,57a8f482ef93eddb38490837,terrible algorithm,@freeman-lab,demo submission,https://gist.github.com/freeman-lab/b7cdcf852eacb602d0cd,2016-06-08 18:48:36.271,57a8f482ef93eddb38490844,03.00.test,300 s,Losonczy Lab,7.5,dHPC CA1,57a8f482ef93eddb38490849,exclusion,0.0
76,0.0,57a8f482ef93eddb38490837,terrible algorithm,@freeman-lab,demo submission,https://gist.github.com/freeman-lab/b7cdcf852eacb602d0cd,2016-06-08 18:48:36.271,57a8f482ef93eddb38490844,03.00.test,300 s,Losonczy Lab,7.5,dHPC CA1,57a8f482ef93eddb38490848,recall,0.0
77,0.0,57a8f482ef93eddb38490837,terrible algorithm,@freeman-lab,demo submission,https://gist.github.com/freeman-lab/b7cdcf852eacb602d0cd,2016-06-08 18:48:36.271,57a8f482ef93eddb38490844,03.00.test,300 s,Losonczy Lab,7.5,dHPC CA1,57a8f482ef93eddb38490847,combined,0.0
78,0.0,57a8f482ef93eddb38490837,terrible algorithm,@freeman-lab,demo submission,https://gist.github.com/freeman-lab/b7cdcf852eacb602d0cd,2016-06-08 18:48:36.271,57a8f482ef93eddb38490844,03.00.test,300 s,Losonczy Lab,7.5,dHPC CA1,57a8f482ef93eddb38490846,precision,0.0
79,0.0,57a8f482ef93eddb38490837,terrible algorithm,@freeman-lab,demo submission,https://gist.github.com/freeman-lab/b7cdcf852eacb602d0cd,2016-06-08 18:48:36.271,57a8f482ef93eddb38490844,03.00.test,300 s,Losonczy Lab,7.5,dHPC CA1,57a8f482ef93eddb38490845,inclusion,0.0
80,0.0,57a8f482ef93eddb38490837,terrible algorithm,@freeman-lab,demo submission,https://gist.github.com/freeman-lab/b7cdcf852eacb602d0cd,2016-06-08 18:48:36.271,57a8f482ef93eddb3849083e,04.00.test,444 s,Harvey Lab,6.75,PPC,57a8f482ef93eddb38490843,exclusion,0.0
81,0.0,57a8f482ef93eddb38490837,terrible algorithm,@freeman-lab,demo submission,https://gist.github.com/freeman-lab/b7cdcf852eacb602d0cd,2016-06-08 18:48:36.271,57a8f482ef93eddb3849083e,04.00.test,444 s,Harvey Lab,6.75,PPC,57a8f482ef93eddb38490842,recall,0.0
82,0.0,57a8f482ef93eddb38490837,terrible algorithm,@freeman-lab,demo submission,https://gist.github.com/freeman-lab/b7cdcf852eacb602d0cd,2016-06-08 18:48:36.271,57a8f482ef93eddb3849083e,04.00.test,444 s,Harvey Lab,6.75,PPC,57a8f482ef93eddb38490841,combined,0.0
83,0.0,57a8f482ef93eddb38490837,terrible algorithm,@freeman-lab,demo submission,https://gist.github.com/freeman-lab/b7cdcf852eacb602d0cd,2016-06-08 18:48:36.271,57a8f482ef93eddb3849083e,04.00.test,444 s,Harvey Lab,6.75,PPC,57a8f482ef93eddb38490840,precision,0.0
84,0.0,57a8f482ef93eddb38490837,terrible algorithm,@freeman-lab,demo submission,https://gist.github.com/freeman-lab/b7cdcf852eacb602d0cd,2016-06-08 18:48:36.271,57a8f482ef93eddb3849083e,04.00.test,444 s,Harvey Lab,6.75,PPC,57a8f482ef93eddb3849083f,inclusion,0.0
85,0.0,57a8f482ef93eddb38490837,terrible algorithm,@freeman-lab,demo submission,https://gist.github.com/freeman-lab/b7cdcf852eacb602d0cd,2016-06-08 18:48:36.271,57a8f482ef93eddb38490838,04.01.test,1000 s,Harvey Lab,3,PPC,57a8f482ef93eddb3849083d,exclusion,0.0
86,0.0,57a8f482ef93eddb38490837,terrible algorithm,@freeman-lab,demo submission,https://gist.github.com/freeman-lab/b7cdcf852eacb602d0cd,2016-06-08 18:48:36.271,57a8f482ef93eddb38490838,04.01.test,1000 s,Harvey Lab,3,PPC,57a8f482ef93eddb3849083c,recall,0.0
87,0.0,57a8f482ef93eddb38490837,terrible algorithm,@freeman-lab,demo submission,https://gist.github.com/freeman-lab/b7cdcf852eacb602d0cd,2016-06-08 18:48:36.271,57a8f482ef93eddb38490838,04.01.test,1000 s,Harvey Lab,3,PPC,57a8f482ef93eddb3849083b,combined,0.0
88,0.0,57a8f482ef93eddb38490837,terrible algorithm,@freeman-lab,demo submission,https://gist.github.com/freeman-lab/b7cdcf852eacb602d0cd,2016-06-08 18:48:36.271,57a8f482ef93eddb38490838,04.01.test,1000 s,Harvey Lab,3,PPC,57a8f482ef93eddb3849083a,precision,0.0
89,0.0,57a8f482ef93eddb38490837,terrible algorithm,@freeman-lab,demo submission,https://gist.github.com/freeman-lab/b7cdcf852eacb602d0cd,2016-06-08 18:48:36.271,57a8f482ef93eddb38490838,04.01.test,1000 s,Harvey Lab,3,PPC,57a8f482ef93eddb38490839,inclusion,0.0
90,0.0,57a8f482ef93eddb384909b8,CNMF_PYTHON,agiovannucci@simonsfoundation.org,CNMF,https://github.com/agiovann/Constrained_NMF,2016-08-05 21:09:11.161,57a8f482ef93eddb384909e9,00.00.test,438 s,Svoboda Lab,7,vS1,57a8f482ef93eddb384909ee,exclusion,0.6639
91,0.0,57a8f482ef93eddb384909b8,CNMF_PYTHON,agiovannucci@simonsfoundation.org,CNMF,https://github.com/agiovann/Constrained_NMF,2016-08-05 21:09:11.161,57a8f482ef93eddb384909e9,00.00.test,438 s,Svoboda Lab,7,vS1,57a8f482ef93eddb384909ed,recall,0.1789
92,0.0,57a8f482ef93eddb384909b8,CNMF_PYTHON,agiovannucci@simonsfoundation.org,CNMF,https://github.com/agiovann/Constrained_NMF,2016-08-05 21:09:11.161,57a8f482ef93eddb384909e9,00.00.test,438 s,Svoboda Lab,7,vS1,57a8f482ef93eddb384909ec,combined,0.2843
93,0.0,57a8f482ef93eddb384909b8,CNMF_PYTHON,agiovannucci@simonsfoundation.org,CNMF,https://github.com/agiovann/Constrained_NMF,2016-08-05 21:09:11.161,57a8f482ef93eddb384909e9,00.00.test,438 s,Svoboda Lab,7,vS1,57a8f482ef93eddb384909eb,precision,0.6911
94,0.0,57a8f482ef93eddb384909b8,CNMF_PYTHON,agiovannucci@simonsfoundation.org,CNMF,https://github.com/agiovann/Constrained_NMF,2016-08-05 21:09:11.161,57a8f482ef93eddb384909e9,00.00.test,438 s,Svoboda Lab,7,vS1,57a8f482ef93eddb384909ea,inclusion,0.7321000000000001
