,0,1,2,3,4,5,6,7,8
55,0.0,0.01,0.0,0.0,0.28,0.0,0.04,0.0,0.04
56,0.0,0.01,0.0,0.0,0.28,0.0,0.04,0.0,0.04
57,0.0,0.01,0.0,0.0,0.28,0.0,0.04,0.0,0.04
58,0.0,0.01,0.0,0.0,0.28,0.0,0.04,0.0,0.04
59,0.0,0.01,0.0,0.0,0.28,0.0,0.04,0.0,0.04
60,0.0,0.01,0.0,0.0,0.28,0.0,0.04,0.0,0.04
61,0.0,0.01,0.0,0.0,0.28,0.0,0.04,0.0,0.04
62,0.0,0.01,0.0,0.0,0.28,0.0,0.04,0.0,0.04
63,0.0,0.01,0.0,0.0,0.28,0.0,0.04,0.0,0.04
64,0.0,0.01,0.0,0.0,0.28,0.0,0.04,0.0,0.04
65,0.0,0.01,0.0,0.0,0.28,0.0,0.04,0.0,0.04
66,0.0,0.01,0.0,0.0,0.28,0.0,0.04,0.0,0.04
67,0.0,0.01,0.0,0.0,0.27,0.0,0.04,0.0,0.03
68,0.0,0.01,0.0,0.0,0.27,0.0,0.04,0.0,0.03
69,0.0,0.01,0.0,0.0,0.27,0.0,0.04,0.0,0.03
70,0.0,0.01,0.0,0.0,0.27,0.0,0.04,0.0,0.03
71,0.0,0.01,0.0,0.0,0.26,0.0,0.04,0.0,0.03
72,0.0,0.01,0.0,0.0,0.26,0.0,0.04,0.0,0.03
73,0.0,0.01,0.0,0.0,0.26,0.0,0.04,0.0,0.03
74,0.0,0.01,0.0,0.0,0.26,0.0,0.04,0.0,0.03
75,0.0,0.01,0.0,0.0,0.25,0.0,0.04,0.0,0.03
76,0.0,0.01,0.0,0.0,0.25,0.0,0.04,0.0,0.03
77,0.0,0.01,0.0,0.0,0.25,0.0,0.04,0.0,0.03
78,0.0,0.01,0.0,0.0,0.25,0.0,0.04,0.0,0.03
79,0.0,0.01,0.0,0.0,0.24,0.0,0.04,0.0,0.02
80,0.0,0.01,0.0,0.0,0.24,0.0,0.04,0.0,0.02
81,0.0,0.01,0.0,0.0,0.24,0.0,0.04,0.0,0.02
82,0.0,0.01,0.0,0.0,0.24,0.0,0.04,0.0,0.02
83,0.0,0.01,0.0,0.0,0.21,0.0,0.04,0.0,0.02
84,0.0,0.01,0.0,0.0,0.21,0.0,0.04,0.0,0.02
85,0.0,0.01,0.0,0.0,0.21,0.0,0.04,0.0,0.02
86,0.0,0.01,0.0,0.0,0.21,0.0,0.04,0.0,0.02
87,0.0,0.01,0.0,0.0,0.19,0.0,0.04,0.0,0.01
88,0.0,0.01,0.0,0.0,0.19,0.0,0.04,0.0,0.01
89,0.0,0.01,0.0,0.0,0.19,0.0,0.04,0.0,0.01
90,0.0,0.01,0.0,0.0,0.19,0.0,0.04,0.0,0.01
91,0.0,0.01,0.0,0.0,0.15,0.0,0.04,0.0,0.01
92,0.0,0.01,0.0,0.0,0.15,0.0,0.04,0.0,0.01
93,0.0,0.01,0.0,0.0,0.15,0.0,0.04,0.0,0.01
94,0.0,0.01,0.0,0.0,0.15,0.0,0.04,0.0,0.01
95,0.0,0.01,0.0,0.0,0.1,0.0,0.03,0.0,0.01
96,0.0,0.01,0.0,0.0,0.1,0.0,0.03,0.0,0.01
97,0.0,0.01,0.0,0.0,0.1,0.0,0.03,0.0,0.01
98,0.0,0.01,0.0,0.0,0.1,0.0,0.03,0.0,0.01
99,0.0,0.01,0.0,0.0,0.07,0.0,0.03,0.0,0.01
100,0.0,0.01,0.0,0.0,0.07,0.0,0.03,0.0,0.01
101,0.0,0.01,0.0,0.0,0.07,0.0,0.03,0.0,0.01
102,0.0,0.01,0.0,0.0,0.07,0.0,0.03,0.0,0.01
103,0.0,0.01,0.0,0.0,0.04,0.0,0.02,0.0,0.01
104,0.0,0.01,0.0,0.0,0.04,0.0,0.02,0.0,0.01
105,0.0,0.01,0.0,0.0,0.04,0.0,0.02,0.0,0.01
106,0.0,0.01,0.0,0.0,0.04,0.0,0.02,0.0,0.01
107,0.0,0.0,0.0,0.0,0.03,0.0,0.02,0.0,0.0
108,0.0,0.0,0.0,0.0,0.03,0.0,0.02,0.0,0.0
109,0.0,0.0,0.0,0.0,0.03,0.0,0.02,0.0,0.0
110,0.0,0.0,0.0,0.0,0.03,0.0,0.02,0.0,0.0
111,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0
112,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0
113,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0
114,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0
115,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0
116,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0
117,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0
118,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0
119,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0
120,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0
121,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0
122,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0
123,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0
124,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0
125,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0
126,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0
127,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
128,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
129,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
130,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
131,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
132,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
133,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
134,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
156,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
157,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
158,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
159,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
160,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
161,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
162,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
163,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
164,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
165,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
166,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
167,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01
168,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01
169,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01
170,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01
171,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01
172,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01
173,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01
174,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01
175,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02
176,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02
177,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02
178,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02
179,0.02,0.0,0.01,0.01,0.0,0.0,0.0,0.03,0.03
180,0.02,0.0,0.01,0.01,0.0,0.0,0.0,0.03,0.03
181,0.02,0.0,0.01,0.01,0.0,0.0,0.0,0.03,0.03
182,0.02,0.0,0.01,0.01,0.0,0.0,0.0,0.03,0.03
183,0.02,0.0,0.01,0.01,0.0,0.0,0.0,0.03,0.04
184,0.02,0.0,0.01,0.01,0.0,0.0,0.0,0.03,0.04
185,0.02,0.0,0.01,0.01,0.0,0.0,0.0,0.03,0.04
186,0.02,0.0,0.01,0.01,0.0,0.0,0.0,0.03,0.04
187,0.02,0.0,0.01,0.01,0.0,0.0,0.0,0.04,0.05
188,0.02,0.0,0.01,0.01,0.0,0.0,0.0,0.04,0.05
189,0.02,0.0,0.01,0.01,0.0,0.0,0.0,0.04,0.05
190,0.02,0.0,0.01,0.01,0.0,0.0,0.0,0.04,0.05
191,0.02,0.0,0.01,0.02,0.0,0.0,0.0,0.04,0.06
192,0.02,0.0,0.01,0.02,0.0,0.0,0.0,0.04,0.06
193,0.02,0.0,0.01,0.02,0.0,0.0,0.0,0.04,0.06
194,0.02,0.0,0.01,0.02,0.0,0.0,0.0,0.04,0.06
195,0.02,0.0,0.01,0.03,0.0,0.0,0.0,0.04,0.07
196,0.02,0.0,0.01,0.03,0.0,0.0,0.0,0.04,0.07
197,0.02,0.0,0.01,0.03,0.0,0.0,0.0,0.04,0.07
198,0.02,0.0,0.01,0.03,0.0,0.0,0.0,0.04,0.07
199,0.02,0.0,0.01,0.04,0.0,0.0,0.0,0.04,0.07
200,0.02,0.0,0.01,0.04,0.0,0.0,0.0,0.04,0.07
201,0.02,0.0,0.01,0.04,0.0,0.0,0.0,0.04,0.07
202,0.02,0.0,0.01,0.04,0.0,0.0,0.0,0.04,0.07
203,0.02,0.0,0.01,0.04,0.01,0.0,0.0,0.04,0.08
204,0.02,0.0,0.01,0.04,0.01,0.0,0.0,0.04,0.08
205,0.02,0.0,0.01,0.04,0.01,0.0,0.0,0.04,0.08
206,0.02,0.0,0.01,0.04,0.01,0.0,0.0,0.04,0.08
207,0.02,0.0,0.02,0.04,0.01,0.0,0.0,0.04,0.08
208,0.02,0.0,0.02,0.04,0.01,0.0,0.0,0.04,0.08
209,0.02,0.0,0.02,0.04,0.01,0.0,0.0,0.04,0.08
210,0.02,0.0,0.02,0.04,0.01,0.0,0.0,0.04,0.08
211,0.02,0.0,0.02,0.05,0.01,0.0,0.0,0.04,0.08
212,0.02,0.0,0.02,0.05,0.01,0.0,0.0,0.04,0.08
213,0.02,0.0,0.02,0.05,0.01,0.0,0.0,0.04,0.08
214,0.02,0.0,0.02,0.05,0.01,0.0,0.0,0.04,0.08
215,0.02,0.0,0.02,0.05,0.01,0.0,0.0,0.04,0.08
216,0.02,0.0,0.02,0.05,0.01,0.0,0.0,0.04,0.08
217,0.02,0.0,0.02,0.05,0.01,0.0,0.0,0.04,0.08
218,0.02,0.0,0.02,0.05,0.01,0.0,0.0,0.04,0.08
219,0.02,0.0,0.03,0.05,0.01,0.0,0.0,0.03,0.08
220,0.02,0.0,0.03,0.05,0.01,0.0,0.0,0.03,0.08
221,0.02,0.0,0.03,0.05,0.01,0.0,0.0,0.03,0.08
222,0.02,0.0,0.03,0.05,0.01,0.0,0.0,0.03,0.08
223,0.01,0.0,0.03,0.05,0.01,0.0,0.0,0.03,0.07
224,0.01,0.0,0.03,0.05,0.01,0.0,0.0,0.03,0.07
225,0.01,0.0,0.03,0.05,0.01,0.0,0.0,0.03,0.07
226,0.01,0.0,0.03,0.05,0.01,0.0,0.0,0.03,0.07
227,0.01,0.0,0.03,0.05,0.01,0.0,0.0,0.02,0.06
228,0.01,0.0,0.03,0.05,0.01,0.0,0.0,0.02,0.06
229,0.01,0.0,0.03,0.05,0.01,0.0,0.0,0.02,0.06
230,0.01,0.0,0.03,0.05,0.01,0.0,0.0,0.02,0.06
231,0.01,0.0,0.02,0.05,0.01,0.0,0.0,0.02,0.05
232,0.01,0.0,0.02,0.05,0.01,0.0,0.0,0.02,0.05
233,0.01,0.0,0.02,0.05,0.01,0.0,0.0,0.02,0.05
234,0.01,0.0,0.02,0.05,0.01,0.0,0.0,0.02,0.05
235,0.01,0.0,0.02,0.05,0.01,0.0,0.0,0.02,0.04
236,0.01,0.0,0.02,0.05,0.01,0.0,0.0,0.02,0.04
237,0.01,0.0,0.02,0.05,0.01,0.0,0.0,0.02,0.04
238,0.01,0.0,0.02,0.05,0.01,0.0,0.0,0.02,0.04
239,0.01,0.0,0.02,0.04,0.01,0.0,0.0,0.01,0.03
240,0.01,0.0,0.02,0.04,0.01,0.0,0.0,0.01,0.03
241,0.01,0.0,0.02,0.04,0.01,0.0,0.0,0.01,0.03
242,0.01,0.0,0.02,0.04,0.01,0.0,0.0,0.01,0.03
243,0.01,0.0,0.02,0.04,0.01,0.0,0.0,0.01,0.02
244,0.01,0.0,0.02,0.04,0.01,0.0,0.0,0.01,0.02
245,0.01,0.0,0.02,0.04,0.01,0.0,0.0,0.01,0.02
246,0.01,0.0,0.02,0.04,0.01,0.0,0.0,0.01,0.02
247,0.02,0.0,0.02,0.03,0.0,0.0,0.0,0.01,0.02
248,0.02,0.0,0.02,0.03,0.0,0.0,0.0,0.01,0.02
249,0.02,0.0,0.02,0.03,0.0,0.0,0.0,0.01,0.02
250,0.02,0.0,0.02,0.03,0.0,0.0,0.0,0.01,0.02
251,0.02,0.0,0.02,0.03,0.0,0.0,0.0,0.0,0.01
252,0.02,0.0,0.02,0.03,0.0,0.0,0.0,0.0,0.01
253,0.02,0.0,0.02,0.03,0.0,0.0,0.0,0.0,0.01
254,0.02,0.0,0.02,0.03,0.0,0.0,0.0,0.0,0.01
255,0.02,0.0,0.01,0.04,0.0,0.0,0.0,0.0,0.01
256,0.02,0.0,0.01,0.04,0.0,0.0,0.0,0.0,0.01
257,0.02,0.0,0.01,0.04,0.0,0.0,0.0,0.0,0.01
258,0.02,0.0,0.01,0.04,0.0,0.0,0.0,0.0,0.01
259,0.02,0.0,0.01,0.04,0.0,0.0,0.0,0.0,0.01
260,0.02,0.0,0.01,0.04,0.0,0.0,0.0,0.0,0.01
261,0.02,0.0,0.01,0.04,0.0,0.0,0.0,0.0,0.01
262,0.02,0.0,0.01,0.04,0.0,0.0,0.0,0.0,0.01
263,0.03,0.0,0.01,0.05,0.0,0.0,0.01,0.0,0.01
264,0.03,0.0,0.01,0.05,0.0,0.0,0.01,0.0,0.01
265,0.03,0.0,0.01,0.05,0.0,0.0,0.01,0.0,0.01
266,0.03,0.0,0.01,0.05,0.0,0.0,0.01,0.0,0.01
267,0.03,0.0,0.0,0.05,0.0,0.0,0.01,0.0,0.02
268,0.03,0.0,0.0,0.05,0.0,0.0,0.01,0.0,0.02
269,0.03,0.0,0.0,0.05,0.0,0.0,0.01,0.0,0.02
270,0.03,0.0,0.0,0.05,0.0,0.0,0.01,0.0,0.02
271,0.04,0.0,0.0,0.06,0.0,0.0,0.01,0.0,0.02
272,0.04,0.0,0.0,0.06,0.0,0.0,0.01,0.0,0.02
273,0.04,0.0,0.0,0.06,0.0,0.0,0.01,0.0,0.02
274,0.04,0.0,0.0,0.06,0.0,0.0,0.01,0.0,0.02
275,0.04,0.0,0.0,0.06,0.0,0.01,0.01,0.01,0.02
276,0.04,0.0,0.0,0.06,0.0,0.01,0.01,0.01,0.02
277,0.04,0.0,0.0,0.06,0.0,0.01,0.01,0.01,0.02
278,0.04,0.0,0.0,0.06,0.0,0.01,0.01,0.01,0.02
279,0.04,0.0,0.0,0.06,0.0,0.01,0.02,0.01,0.02
280,0.04,0.0,0.0,0.06,0.0,0.01,0.02,0.01,0.02
281,0.04,0.0,0.0,0.06,0.0,0.01,0.02,0.01,0.02
282,0.04,0.0,0.0,0.06,0.0,0.01,0.02,0.01,0.02
283,0.05,0.0,0.0,0.07,0.0,0.01,0.02,0.01,0.02
284,0.05,0.0,0.0,0.07,0.0,0.01,0.02,0.01,0.02
285,0.05,0.0,0.0,0.07,0.0,0.01,0.02,0.01,0.02
286,0.05,0.0,0.0,0.07,0.0,0.01,0.02,0.01,0.02
287,0.05,0.0,0.0,0.07,0.0,0.01,0.03,0.02,0.03
288,0.05,0.0,0.0,0.07,0.0,0.01,0.03,0.02,0.03
289,0.05,0.0,0.0,0.07,0.0,0.01,0.03,0.02,0.03
290,0.05,0.0,0.0,0.07,0.0,0.01,0.03,0.02,0.03
291,0.05,0.0,0.0,0.07,0.0,0.01,0.04,0.02,0.03
292,0.05,0.0,0.0,0.07,0.0,0.01,0.04,0.02,0.03
293,0.05,0.0,0.0,0.07,0.0,0.01,0.04,0.02,0.03
294,0.05,0.0,0.0,0.07,0.0,0.01,0.04,0.02,0.03
295,0.05,0.01,0.0,0.08,0.0,0.01,0.04,0.04,0.03
296,0.05,0.01,0.0,0.08,0.0,0.01,0.04,0.04,0.03
297,0.05,0.01,0.0,0.08,0.0,0.01,0.04,0.04,0.03
298,0.05,0.01,0.0,0.08,0.0,0.01,0.04,0.04,0.03
299,0.06,0.01,0.0,0.08,0.0,0.01,0.05,0.05,0.03
300,0.06,0.01,0.0,0.08,0.0,0.01,0.05,0.05,0.03
301,0.06,0.01,0.0,0.08,0.0,0.01,0.05,0.05,0.03
302,0.06,0.01,0.0,0.08,0.0,0.01,0.05,0.05,0.03
303,0.06,0.01,0.0,0.07,0.0,0.01,0.06,0.08,0.03
304,0.06,0.01,0.0,0.07,0.0,0.01,0.06,0.08,0.03
305,0.06,0.01,0.0,0.07,0.0,0.01,0.06,0.08,0.03
306,0.06,0.01,0.0,0.07,0.0,0.01,0.06,0.08,0.03
307,0.07,0.01,0.01,0.07,0.0,0.01,0.06,0.11,0.03
308,0.07,0.01,0.01,0.07,0.0,0.01,0.06,0.11,0.03
309,0.07,0.01,0.01,0.07,0.0,0.01,0.06,0.11,0.03
310,0.07,0.01,0.01,0.07,0.0,0.01,0.06,0.11,0.03
311,0.07,0.01,0.01,0.06,0.0,0.01,0.07,0.14,0.03
312,0.07,0.01,0.01,0.06,0.0,0.01,0.07,0.14,0.03
313,0.07,0.01,0.01,0.06,0.0,0.01,0.07,0.14,0.03
314,0.07,0.01,0.01,0.06,0.0,0.01,0.07,0.14,0.03
315,0.07,0.01,0.01,0.06,0.0,0.01,0.08,0.16,0.02
316,0.07,0.01,0.01,0.06,0.0,0.01,0.08,0.16,0.02
317,0.07,0.01,0.01,0.06,0.0,0.01,0.08,0.16,0.02
318,0.07,0.01,0.01,0.06,0.0,0.01,0.08,0.16,0.02
319,0.08,0.01,0.01,0.05,0.0,0.01,0.09,0.18,0.02
320,0.08,0.01,0.01,0.05,0.0,0.01,0.09,0.18,0.02
321,0.08,0.01,0.01,0.05,0.0,0.01,0.09,0.18,0.02
322,0.08,0.01,0.01,0.05,0.0,0.01,0.09,0.18,0.02
323,0.07,0.01,0.01,0.05,0.0,0.01,0.09,0.19,0.02
324,0.07,0.01,0.01,0.05,0.0,0.01,0.09,0.19,0.02
325,0.07,0.01,0.01,0.05,0.0,0.01,0.09,0.19,0.02
326,0.07,0.01,0.01,0.05,0.0,0.01,0.09,0.19,0.02
327,0.07,0.01,0.01,0.05,0.0,0.01,0.09,0.2,0.02
328,0.07,0.01,0.01,0.05,0.0,0.01,0.09,0.2,0.02
329,0.07,0.01,0.01,0.05,0.0,0.01,0.09,0.2,0.02
330,0.07,0.01,0.01,0.05,0.0,0.01,0.09,0.2,0.02
331,0.07,0.01,0.01,0.05,0.0,0.01,0.09,0.2,0.02
332,0.07,0.01,0.01,0.05,0.0,0.01,0.09,0.2,0.02
333,0.07,0.01,0.01,0.05,0.0,0.01,0.09,0.2,0.02
334,0.07,0.01,0.01,0.05,0.0,0.01,0.09,0.2,0.02
335,0.07,0.01,0.01,0.04,0.0,0.01,0.09,0.21,0.02
336,0.07,0.01,0.01,0.04,0.0,0.01,0.09,0.21,0.02
337,0.07,0.01,0.01,0.04,0.0,0.01,0.09,0.21,0.02
338,0.07,0.01,0.01,0.04,0.0,0.01,0.09,0.21,0.02
339,0.06,0.01,0.02,0.04,0.0,0.01,0.09,0.21,0.02
340,0.06,0.01,0.02,0.04,0.0,0.01,0.09,0.21,0.02
341,0.06,0.01,0.02,0.04,0.0,0.01,0.09,0.21,0.02
342,0.06,0.01,0.02,0.04,0.0,0.01,0.09,0.21,0.02
343,0.06,0.01,0.02,0.04,0.0,0.0,0.08,0.2,0.02
344,0.06,0.01,0.02,0.04,0.0,0.0,0.08,0.2,0.02
345,0.06,0.01,0.02,0.04,0.0,0.0,0.08,0.2,0.02
346,0.06,0.01,0.02,0.04,0.0,0.0,0.08,0.2,0.02
347,0.05,0.01,0.02,0.05,0.0,0.01,0.08,0.2,0.02
348,0.05,0.01,0.02,0.05,0.0,0.01,0.08,0.2,0.02
349,0.05,0.01,0.02,0.05,0.0,0.01,0.08,0.2,0.02
350,0.05,0.01,0.02,0.05,0.0,0.01,0.08,0.2,0.02
351,0.05,0.0,0.02,0.05,0.0,0.01,0.07,0.18,0.02
352,0.05,0.0,0.02,0.05,0.0,0.01,0.07,0.18,0.02
353,0.05,0.0,0.02,0.05,0.0,0.01,0.07,0.18,0.02
354,0.05,0.0,0.02,0.05,0.0,0.01,0.07,0.18,0.02
355,0.04,0.0,0.02,0.05,0.0,0.01,0.06,0.16,0.02
356,0.04,0.0,0.02,0.05,0.0,0.01,0.06,0.16,0.02
357,0.04,0.0,0.02,0.05,0.0,0.01,0.06,0.16,0.02
358,0.04,0.0,0.02,0.05,0.0,0.01,0.06,0.16,0.02
359,0.03,0.0,0.02,0.06,0.0,0.02,0.06,0.14,0.02
360,0.03,0.0,0.02,0.06,0.0,0.02,0.06,0.14,0.02
361,0.03,0.0,0.02,0.06,0.0,0.02,0.06,0.14,0.02
362,0.03,0.0,0.02,0.06,0.0,0.02,0.06,0.14,0.02
363,0.02,0.0,0.02,0.06,0.0,0.02,0.05,0.11,0.02
364,0.02,0.0,0.02,0.06,0.0,0.02,0.05,0.11,0.02
365,0.02,0.0,0.02,0.06,0.0,0.02,0.05,0.11,0.02
366,0.02,0.0,0.02,0.06,0.0,0.02,0.05,0.11,0.02
