,index,algo,cell,dset,measure,rel value,split,value
201,1,stm,1,2,rank,,test,0.19150297240934908
202,2,stm,2,2,rank,,test,0.24040095419043114
203,3,stm,3,2,rank,,test,0.41646661440736027
204,4,stm,4,2,rank,,test,0.15512643328472595
205,5,stm,5,2,rank,,test,0.22758935220288665
206,6,stm,6,2,rank,,test,0.29350625748160925
207,7,stm,7,2,rank,,test,0.253573618428716
208,8,stm,8,2,rank,,test,0.2379462121660321
209,9,stm,9,2,rank,,test,0.06025936299821931
210,0,chenkov,0,2,corr,-0.01231310497640098,test,0.2814493812976655
211,1,chenkov,1,2,corr,0.01775191172117596,test,0.5184373575883932
212,2,chenkov,2,2,corr,0.04302393248688169,test,0.5276079689480213
213,3,chenkov,3,2,corr,0.02461110249862991,test,0.47278370814417064
214,4,chenkov,4,2,corr,0.057346019290470285,test,0.4111191968897473
215,5,chenkov,5,2,corr,0.14482311575270757,test,0.1753656660780818
216,6,chenkov,6,2,corr,0.05277816329771362,test,0.4794515084205824
217,7,chenkov,7,2,corr,0.011253981669074542,test,0.2587158856425046
218,8,chenkov,8,2,corr,0.0633324981756973,test,0.5883655134258949
219,9,chenkov,9,2,corr,0.07166075147162423,test,0.2511262476257869
220,0,chenkov,0,2,corr_bits,-9.0,test,0.11906181149509734
221,1,chenkov,1,2,corr_bits,8.0,test,0.4516172245797073
222,2,chenkov,2,2,corr_bits,22.0,test,0.4706691161968604
223,3,chenkov,3,2,corr_bits,13.0,test,0.36498756931634846
224,4,chenkov,4,2,corr_bits,38.0,test,0.26711259374823887
225,5,chenkov,5,2,corr_bits,3247.0,test,0.04506390422523404
226,6,chenkov,6,2,corr_bits,30.0,test,0.3768331206815385
227,7,chenkov,7,2,corr_bits,10.0,test,0.09994882186705593
228,8,chenkov,8,2,corr_bits,32.0,test,0.6130212966368157
229,9,chenkov,9,2,corr_bits,99.0,test,0.09397819488664327
230,0,chenkov,0,2,rank,0.008018216605687634,test,0.3134885254605754
231,1,chenkov,1,2,rank,0.0044802906686281785,test,0.19598326307797725
232,2,chenkov,2,2,rank,0.003642796887088323,test,0.24404375107751947
233,3,chenkov,3,2,rank,-0.01767767513141344,test,0.39878893927594683
234,4,chenkov,4,2,rank,0.009806053457582647,test,0.1649324867423086
235,5,chenkov,5,2,rank,0.0032572612184696703,test,0.23084661342135632
236,6,chenkov,6,2,rank,0.023447264375691612,test,0.31695352185730086
237,7,chenkov,7,2,rank,0.000675797456333227,test,0.25424941588504923
238,8,chenkov,8,2,rank,0.002599561473662526,test,0.24054577363969462
239,9,chenkov,9,2,rank,0.001256363656941685,test,0.061515726655160995
240,0,deneux,0,2,corr,-0.010133400103625678,test,0.2836290861704408
241,1,deneux,1,2,corr,0.016686707168419912,test,0.5173721530356371
242,2,deneux,2,2,corr,0.044764067351246106,test,0.5293481038123857
243,3,deneux,3,2,corr,0.013870804921834123,test,0.46204341056737486
244,4,deneux,4,2,corr,0.09494166520348174,test,0.44871484280275875
245,5,deneux,5,2,corr,0.13558479174357363,test,0.16612734206894786
246,6,deneux,6,2,corr,0.0434424683341027,test,0.47011581345697145
247,7,deneux,7,2,corr,0.014990235295824827,test,0.26245213926925487
248,8,deneux,8,2,corr,0.093914414472133,test,0.6189474297223306
249,9,deneux,9,2,corr,0.18902790303062147,test,0.36849339918478413
250,0,deneux,0,2,corr_bits,-7.0,test,0.1209929472361296
251,1,deneux,1,2,corr_bits,8.0,test,0.44944196881308185
252,2,deneux,2,2,corr_bits,23.0,test,0.4743508632509185
253,3,deneux,3,2,corr_bits,7.0,test,0.34645218810744
254,4,deneux,4,2,corr_bits,68.0,test,0.32435568551284444
255,5,deneux,5,2,corr_bits,2899.0,test,0.04037567010484333
256,6,deneux,6,2,corr_bits,24.0,test,0.3603212087178177
257,7,deneux,7,2,corr_bits,13.0,test,0.10296272856648696
258,8,deneux,8,2,corr_bits,50.0,test,0.6968819088555357
259,9,deneux,9,2,corr_bits,346.0,test,0.2105418050440819
260,0,deneux,0,2,rank,0.03262349665118158,test,0.3380938055060693
261,1,deneux,1,2,rank,0.0033356116069918895,test,0.19483858401634097
262,2,deneux,2,2,rank,0.006604795303345096,test,0.24700574949377624
263,3,deneux,3,2,rank,-0.0446668353895982,test,0.37179977901776207
264,4,deneux,4,2,rank,0.010702932423318212,test,0.16582936570804416
265,5,deneux,5,2,rank,-0.010503331932417898,test,0.21708602027046875
266,6,deneux,6,2,rank,0.014319556136203726,test,0.30782581361781297
267,7,deneux,7,2,rank,1.5419687308448893e-05,test,0.25358903811602446
268,8,deneux,8,2,rank,0.001610316621261404,test,0.2395565287872935
269,9,deneux,9,2,rank,0.002379178095405693,test,0.062638541093625
270,0,friedrich,0,2,corr,-0.042033441364705326,test,0.25172904490936115
271,1,friedrich,1,2,corr,-0.00898129233531575,test,0.49170415353190144
272,2,friedrich,2,2,corr,0.05004543272276857,test,0.5346294691839082
273,3,friedrich,3,2,corr,-0.011198119207304347,test,0.4369744864382364
274,4,friedrich,4,2,corr,0.09037449835009503,test,0.44414767594937204
275,5,friedrich,5,2,corr,0.046451489298243435,test,0.07699403962361767
276,6,friedrich,6,2,corr,-0.07666402193465394,test,0.3500093231882148
277,7,friedrich,7,2,corr,-0.009205632710211742,test,0.2382562712632183
278,8,friedrich,8,2,corr,0.09305977955362654,test,0.6180927948038242
279,9,friedrich,9,2,corr,0.17040539866927493,test,0.3498708948234376
280,0,friedrich,0,2,corr_bits,-27.0,test,0.09444501479394204
281,1,friedrich,1,2,corr_bits,-4.0,test,0.3992982156474063
282,2,friedrich,2,2,corr_bits,26.0,test,0.4856578745951064
283,3,friedrich,3,2,corr_bits,-5.0,test,0.3056933483273333
284,4,friedrich,4,2,corr_bits,64.0,test,0.3170081715603816
285,5,friedrich,5,2,corr_bits,537.0,test,0.008577865041238824
286,6,friedrich,6,2,corr_bits,-35.0,test,0.1885396994104457
287,7,friedrich,7,2,corr_bits,-8.0,test,0.08431244965444554
288,8,friedrich,8,2,corr_bits,49.0,test,0.6944116100876894
289,9,friedrich,9,2,corr_bits,299.0,test,0.18838042152659873
290,0,friedrich,0,2,rank,-0.012551671033890766,test,0.292918637820997
291,1,friedrich,1,2,rank,0.06584458454401235,test,0.2573475569533614
292,2,friedrich,2,2,rank,0.08318885875751439,test,0.32358981294794553
293,3,friedrich,3,2,rank,-0.022758723468732533,test,0.39370789093862774
294,4,friedrich,4,2,rank,0.052750991762071126,test,0.20787742504679707
295,5,friedrich,5,2,rank,-0.04472939575395707,test,0.18285995644892958
296,6,friedrich,6,2,rank,0.03919006106807271,test,0.33269631854968196
297,7,friedrich,7,2,rank,-0.026966719156992336,test,0.22660689927172367
298,8,friedrich,8,2,rank,0.08560684889647166,test,0.32355306106250376
299,9,friedrich,9,2,rank,0.014060930117236692,test,0.074320293115456
300,0,machado,0,2,corr,0.015207128538366255,test,0.30896961481243274
301,1,machado,1,2,corr,-0.031366087988649705,test,0.4693193578785675
302,2,machado,2,2,corr,0.004229392308347901,test,0.4888134287694875
303,3,machado,3,2,corr,-0.022907560686368234,test,0.4252650449591725
304,4,machado,4,2,corr,0.06305662370260279,test,0.4168298013018798
305,5,machado,5,2,corr,0.0186743231225847,test,0.049216873447958935
306,6,machado,6,2,corr,-0.11722802735323878,test,0.30944531776962997
307,7,machado,7,2,corr,0.014022875814198199,test,0.26148477978762824
308,8,machado,8,2,corr,0.03214583890578726,test,0.5571788541559849
309,9,machado,9,2,corr,0.1985863722816731,test,0.37805186843583577
310,0,machado,0,2,corr_bits,11.0,test,0.1447473380558676
311,1,machado,1,2,corr_bits,-14.0,test,0.3589361699835998
312,2,machado,2,2,corr_bits,2.0,test,0.3939151840560856
313,3,machado,3,2,corr_bits,-11.0,test,0.2878010686847155
314,4,machado,4,2,corr_bits,43.0,test,0.2753446354156211
315,5,machado,5,2,corr_bits,160.0,test,0.003498880492425521
316,6,machado,6,2,corr_bits,-50.0,test,0.14521662047086506
317,7,machado,7,2,corr_bits,12.0,test,0.10217764094368632
318,8,machado,8,2,corr_bits,15.0,test,0.5362693200096226
319,9,machado,9,2,corr_bits,371.0,test,0.22250363495136805
320,0,machado,0,2,rank,0.01657387683500372,test,0.32204418568989146
321,1,machado,1,2,rank,0.0029095021442197,test,0.19441247455356878
322,2,machado,2,2,rank,0.0021657087711751954,test,0.24256666296160634
323,3,machado,3,2,rank,-0.0853792977604303,test,0.33108731664693
324,4,machado,4,2,rank,0.009053302725585605,test,0.16417973601031155
325,5,machado,5,2,rank,-0.0444635593072866,test,0.18312579289560005
326,6,machado,6,2,rank,-0.002037228642963018,test,0.2914690288386462
327,7,machado,7,2,rank,-0.013524935281815947,test,0.24004868314690006
328,8,machado,8,2,rank,0.0009123392544450326,test,0.23885855142047713
329,9,machado,9,2,rank,0.00665257493026751,test,0.06691193792848682
330,0,mineault,0,2,corr,-0.18918724104810528,test,0.1045752452259612
331,1,mineault,1,2,corr,0.05295914873680374,test,0.5536445946040209
332,2,mineault,2,2,corr,0.05521953873296509,test,0.5398035751941047
333,3,mineault,3,2,corr,-0.0031236857715943867,test,0.44504891987394635
334,4,mineault,4,2,corr,0.06331780906831347,test,0.4170909866675905
335,5,mineault,5,2,corr,0.10577297484397771,test,0.13631552516935194
336,6,mineault,6,2,corr,-0.010255777320505644,test,0.4164175678023631
337,7,mineault,7,2,corr,-0.03194276736760027,test,0.21551913660582978
338,8,mineault,8,2,corr,0.10102323309368633,test,0.626056248343884
339,9,mineault,9,2,corr,0.16139862271064573,test,0.3408641188648084
340,0,mineault,0,2,corr_bits,-88.0,test,0.015864191106174666
341,1,mineault,1,2,corr_bits,27.0,test,0.5280786812524066
342,2,mineault,2,2,corr_bits,29.0,test,0.49693199386729014
343,3,mineault,3,2,corr_bits,-2.0,test,0.3184491600815923
344,4,mineault,4,2,corr_bits,43.0,test,0.27572499329848044
345,5,mineault,5,2,corr_bits,1910.0,test,0.0270602489749028
346,6,mineault,6,2,corr_bits,-5.0,test,0.27474499829772947
347,7,mineault,7,2,corr_bits,-25.0,test,0.0686172336200227
348,8,mineault,8,2,corr_bits,54.0,test,0.7177296537700897
349,9,mineault,9,2,corr_bits,277.0,test,0.17818914268969574
350,0,mineault,0,2,rank,-0.1647695645825557,test,0.14070074427233203
351,1,mineault,1,2,rank,0.09143153109802357,test,0.28293450350737265
352,2,mineault,2,2,rank,0.11080205305779775,test,0.3512030072482289
353,3,mineault,3,2,rank,-0.04681179361715332,test,0.36965482079020695
354,4,mineault,4,2,rank,0.058880105905675134,test,0.21400653919040108
355,5,mineault,5,2,rank,-0.04445891470678956,test,0.1831304374960971
356,6,mineault,6,2,rank,0.056820023146414766,test,0.350326280628024
357,7,mineault,7,2,rank,-0.04810670839327441,test,0.2054669100354416
358,8,mineault,8,2,rank,0.09469847488644198,test,0.3326446870524741
359,9,mineault,9,2,rank,0.023473290261675744,test,0.08373265325989505
360,0,pachitariu,0,2,corr,-0.014357958857006248,test,0.27940452741706023
361,1,pachitariu,1,2,corr,-0.03134658702936893,test,0.46933885883784826
362,2,pachitariu,2,2,corr,0.01085802596633817,test,0.4954420624274778
363,3,pachitariu,3,2,corr,0.04570130294817809,test,0.4938739085937188
364,4,pachitariu,4,2,corr,0.056401091241692014,test,0.410174268840969
365,5,pachitariu,5,2,corr,0.0876284524344384,test,0.11817100275981263
366,6,pachitariu,6,2,corr,-0.04691716924449696,test,0.3797561758783718
367,7,pachitariu,7,2,corr,0.019337130598001406,test,0.26679903457143145
368,8,pachitariu,8,2,corr,0.05275040859634228,test,0.5777834238465399
369,9,pachitariu,9,2,corr,0.11497146437000058,test,0.29443696052416324
370,0,pachitariu,0,2,corr_bits,-10.0,test,0.11726601374152835
371,1,pachitariu,1,2,corr_bits,-14.0,test,0.3589700383034041
372,2,pachitariu,2,2,corr_bits,5.0,test,0.40633613617037434
373,3,pachitariu,3,2,corr_bits,25.0,test,0.4033728643205989
374,4,pachitariu,4,2,corr_bits,38.0,test,0.2657658721276314
375,5,pachitariu,5,2,corr_bits,1407.0,test,0.02028833939241106
376,6,pachitariu,6,2,corr_bits,-23.0,test,0.22467928672906667
377,7,pachitariu,7,2,corr_bits,17.0,test,0.10653173636667475
378,8,pachitariu,8,2,corr_bits,26.0,test,0.5860456892782533
379,9,pachitariu,9,2,corr_bits,177.0,test,0.13082839952410893
380,0,pachitariu,0,2,rank,-0.025417553544785754,test,0.280052755310102
381,1,pachitariu,1,2,rank,0.006437666009205173,test,0.19794063841855425
382,2,pachitariu,2,2,rank,0.005035706182949545,test,0.2454366603733807
383,3,pachitariu,3,2,rank,0.010014364159411926,test,0.4264809785667722
384,4,pachitariu,4,2,rank,0.011317669120155721,test,0.16644410240488167
385,5,pachitariu,5,2,rank,-0.00784660062958889,test,0.21974275157329776
386,6,pachitariu,6,2,rank,0.009605775578697295,test,0.30311203306030654
387,7,pachitariu,7,2,rank,-0.003681182428583868,test,0.24989243600013214
388,8,pachitariu,8,2,rank,0.003410490544059147,test,0.24135670271009124
389,9,pachitariu,9,2,rank,0.002625947349357033,test,0.06288531034757634
390,0,ringach,0,2,corr,-0.12995486487660107,test,0.1638076213974654
391,1,ringach,1,2,corr,-0.054136952407682015,test,0.4465484934595352
392,2,ringach,2,2,corr,-0.022632263787950968,test,0.46195177267318865
393,3,ringach,3,2,corr,-0.06652220081497723,test,0.3816504048305635
394,4,ringach,4,2,corr,-0.03865984894063457,test,0.31511332865864244
395,5,ringach,5,2,corr,-0.043195444789125695,test,-0.01265289446375146
396,6,ringach,6,2,corr,-0.08509387510178679,test,0.34157947002108197
397,7,ringach,7,2,corr,-0.09316655440749064,test,0.1542953495659394
398,8,ringach,8,2,corr,-0.022884573375262618,test,0.502148441874935
399,9,ringach,9,2,corr,0.0541173454352917,test,0.23358284158945436
400,0,ringach,0,2,corr_bits,-70.0,test,0.03924060178156872
401,1,ringach,1,2,corr_bits,-23.0,test,0.32085649302652164
402,2,ringach,2,2,corr_bits,-10.0,test,0.34629688202264086
403,3,ringach,3,2,corr_bits,-30.0,test,0.2271127514890078
404,4,ringach,4,2,corr_bits,-22.0,test,0.15087568301755364
405,5,ringach,5,2,corr_bits,-83.0,test,0.0002309878183046286
406,6,ringach,6,2,corr_bits,-38.0,test,0.17898625741067442
407,7,ringach,7,2,corr_bits,-62.0,test,0.034761769403120875
408,8,ringach,8,2,corr_bits,-10.0,test,0.41918506293915014
